3902.0	3827.0
3654.0	3589.0
4350.0	4269.0
4093.0	4016.0
2138.0	2106.0
4736.0	4644.0
893.0	878.0
2032.0	2000.0
2652.0	2609.0
997.0	979.0
7.0	6.0
3453.0	3392.0
1349.0	1327.0
109.0	105.0
348.0	341.0
516.0	507.0
4151.0	4073.0
1020.0	1002.0
2195.0	2161.0
766.0	753.0
1669.0	1645.0
347.0	340.0
1786.0	1757.0
4033.0	3956.0
77.0	73.0
5171.0	5069.0
4347.0	4266.0
1656.0	1632.0
1166.0	1146.0
2961.0	2915.0
2274.0	2239.0
163.0	158.0
3202.0	3155.0
3317.0	3262.0
2912.0	2867.0
237.0	231.0
4813.0	4719.0
116.0	112.0
2048.0	2016.0
3589.0	3528.0
4084.0	4007.0
2036.0	2004.0
672.0	661.0
222.0	216.0
4102.0	4024.0
669.0	658.0
1929.0	1898.0
3814.0	3742.0
1417.0	1395.0
1161.0	1141.0
833.0	818.0
5095.0	4995.0
2465.0	2424.0
2498.0	2457.0
2587.0	2544.0
4399.0	4318.0
3956.0	3881.0
1004.0	986.0
3525.0	3464.0
4528.0	4445.0
4672.0	4584.0
4827.0	4732.0
3043.0	2997.0
305.0	299.0
2395.0	2356.0
4237.0	4157.0
4985.0	4888.0
4280.0	4199.0
2192.0	2158.0
608.0	599.0
1100.0	1080.0
5181.0	5079.0
2639.0	2596.0
4557.0	4473.0
620.0	611.0
2004.0	1973.0
1226.0	1205.0
3277.0	3227.0
1324.0	1302.0
4190.0	4111.0
3657.0	3592.0
2783.0	2739.0
92.0	88.0
1500.0	1477.0
3026.0	2980.0
3208.0	3161.0
3135.0	3088.0
2695.0	2651.0
3510.0	3449.0
4043.0	3966.0
1650.0	1626.0
4514.0	4432.0
3431.0	3372.0
2875.0	2831.0
4662.0	4575.0
4619.0	4533.0
3282.0	3232.0
182.0	177.0
5212.0	5108.0
172.0	167.0
3506.0	3445.0
3003.0	2957.0
3703.0	3635.0
3433.0	3374.0
3322.0	3267.0
3142.0	3095.0
3820.0	3746.0
1115.0	1095.0
4014.0	3938.0
94.0	90.0
4264.0	4183.0
931.0	915.0
1914.0	1884.0
1485.0	1462.0
3353.0	3298.0
2246.0	2212.0
831.0	816.0
2883.0	2838.0
3652.0	3587.0
3924.0	3849.0
3839.0	3765.0
2542.0	2501.0
242.0	236.0
1321.0	1299.0
3102.0	3056.0
1302.0	1280.0
4643.0	4556.0
3844.0	3770.0
456.0	447.0
4987.0	4890.0
4519.0	4437.0
2567.0	2525.0
4917.0	4821.0
2739.0	2695.0
1347.0	1325.0
3222.0	3175.0
4475.0	4394.0
2251.0	2216.0
2828.0	2784.0
397.0	388.0
3058.0	3012.0
1679.0	1653.0
1138.0	1118.0
4472.0	4391.0
3699.0	3631.0
3122.0	3075.0
335.0	328.0
2441.0	2400.0
3968.0	3893.0
1289.0	1267.0
4051.0	3974.0
3797.0	3725.0
3597.0	3536.0
277.0	271.0
2197.0	2163.0
1682.0	1656.0
3519.0	3458.0
4036.0	3959.0
4484.0	4403.0
4630.0	4543.0
5013.0	4916.0
3297.0	3247.0
3628.0	3565.0
96.0	92.0
3357.0	3302.0
3907.0	3832.0
3714.0	3645.0
4707.0	4615.0
2620.0	2577.0
4760.0	4668.0
4669.0	4582.0
3108.0	3062.0
1819.0	1790.0
590.0	581.0
581.0	572.0
266.0	260.0
217.0	211.0
2491.0	2450.0
2471.0	2430.0
2958.0	2912.0
2855.0	2811.0
510.0	501.0
2326.0	2289.0
3091.0	3045.0
2765.0	2721.0
2147.0	2115.0
4530.0	4447.0
1350.0	1328.0
2768.0	2724.0
4709.0	4617.0
3247.0	3199.0
2899.0	2854.0
2235.0	2201.0
34.0	31.0
3105.0	3059.0
1298.0	1276.0
1067.0	1049.0
692.0	681.0
51.0	47.0
5020.0	4923.0
4171.0	4092.0
4795.0	4701.0
4233.0	4153.0
1395.0	1373.0
3065.0	3019.0
